Lpp  ,276.3281555,A_w ,9764.19816261259,Mass,75096.6561576222
B    ,44.20213318,GM_l,583.991165312217,KG  ,1
D    ,9,GM_t,23.1786106325235,k_xx,11.0505
T    ,9,I_l ,42494150.2735769,k_yy,82.8984
Disp.,73265.0303976802,I_t ,296527.728190577,k_zz,82.8984
wn_3 ,1.14341643160211,wn_4,1.3645714317679,wn_5,0.913043552046773
