Lpp  ,175.000023,A_w ,4626.61634238376,Mass,41027.1776407935
B    ,30.07256964,GM_l,237.550958248612,KG  ,6
D    ,10.59808885,GM_t,7.09534799161085,k_xx,7.51814
T    ,10.59808885,I_l ,9535495.35627186,k_yy,52.5
Disp.,40026.5147715058,I_t ,171413.362902201,k_zz,52.5
wn_3 ,1.06485962137785,wn_4,1.10971369350288,wn_5,0.919503938118521
